,sample,genome_position,time,true_location_0,true_location_1,position_in_arg,arg_estimated_location_0,arg_variance_in_estimated_location_0,arg_estimated_location_1,arg_variance_in_estimated_location_1,window_0_estimated_location_0,window_0_variance_in_estimated_location_0,window_0_estimated_location_1,window_0_variance_in_estimated_location_1,window_100_estimated_location_0,window_100_variance_in_estimated_location_0,window_100_estimated_location_1,window_100_variance_in_estimated_location_1,window_200_estimated_location_0,window_200_variance_in_estimated_location_0,window_200_estimated_location_1,window_200_variance_in_estimated_location_1
14,137,194953.30706985493,1862,54.51920822792068,67.18510357415437,194953.30706985493,64.09613272207835,308.23255048838195,61.015463550218,308.23255048838195,89.89071134587272,717.1531759010655,84.75575457418383,717.1531759010655,89.81165487088664,714.2940586900664,84.64126433146217,714.2940586900664,73.28513290574632,520.0426736476227,69.38218371291683,520.0426736476227
15,310,536345.1642255902,1581,40.16609524954687,11.226558891817582,536345.1642255902,48.54567366096367,99.73237414211475,38.64380849856164,99.73237414211475,30.11368455520241,412.7018664580344,13.4938328651821,412.7018664580344,36.504401762674476,292.9935898992647,18.98549452633181,292.9935898992647,36.44824224658079,271.223638676046,24.53590211810377,271.223638676046
16,919,240182.2754320785,1365,80.81953783124885,21.403388872575594,240182.2754320785,62.7959396618925,73.97254016114447,39.925809343787364,73.97254016114447,74.88629362561291,158.28720137269673,37.192756326876165,158.28720137269673,73.75525791856772,112.87964128990049,36.857883839830606,112.87964128990049,70.51256316208138,92.31115669231212,35.805328894069994,92.31115669231212
17,562,450623.001426689,962,20.620781852859132,22.995362171239943,450623.001426689,36.75034691692797,67.1131623779364,35.548522789754784,67.1131623779364,30.009124269328975,286.36558699607633,36.85855132742203,286.36558699607633,26.61293347498993,214.31619843737772,37.92152193891762,214.31619843737772,28.62821983901959,198.0286038598746,35.771290498893926,198.0286038598746
18,66,652977.7317087816,664,48.259904342076915,25.166132410834408,652977.7317087816,40.57051305549772,58.35460516399071,36.4948086254202,58.35460516399071,40.047065472637726,252.54796344684533,28.383151632932663,252.54796344684533,37.59926011485967,142.52985543014478,33.16597211274652,142.52985543014478,37.32309711370303,120.74706030984184,33.79401840546086,120.74706030984184
19,864,501917.020651839,1724,26.14316119759877,89.16421049015675,501917.020651839,38.34212045192964,107.55008896496817,72.27059174723667,107.55008896496817,29.784075247654688,269.7016923041688,84.55691265971527,269.7016923041688,37.08943069873194,171.30647840868448,81.29789136072705,171.30647840868448,35.79618158170611,154.45906059796621,79.50291799844499,154.45906059796621
20,229,969783.6444740758,488,29.90859563779002,13.591338772088372,969783.6444740758,28.774756618210436,45.39479063291422,27.960353229881804,45.39479063291422,19.83496892617431,93.5371832302827,28.75039437127795,93.5371832302827,22.235841993840552,74.7195822896557,26.204911296963346,74.7195822896557,23.632463624463227,69.60602772257947,25.69449749133503,69.60602772257947
21,37,31746.689204897648,616,44.47757193873765,59.467866905318125,31746.689204897648,37.73008099804019,48.28228205270831,58.54903022925244,48.28228205270831,36.36031562236725,207.48795978924966,77.35885559506838,207.48795978924966,40.54313105599739,106.95292184394057,69.90538458921768,106.95292184394057,41.59936529412794,105.52951298971018,70.15093391408091,105.52951298971018
22,837,606677.2167227487,147,95.33157126865193,28.459940623691534,606677.2167227487,93.42735560656425,21.655668424229123,37.61026602685525,21.655668424229123,94.90868373101429,31.308679927070838,37.98211747439604,31.308679927070838,94.29147989161095,29.647563540194408,37.28345314286957,29.647563540194408,93.8434994382336,29.41629752474151,37.17537718095869,29.41629752474151
23,546,924267.6783734987,165,81.23295689894294,91.63640308152998,924267.6783734987,79.49039660364528,20.15757866473367,86.59962731278651,20.15757866473367,83.42565334294629,26.853691830536047,86.9550278498672,26.853691830536047,83.79334903062181,24.40000555266509,86.84205416771019,24.40000555266509,82.75153755834508,23.03330475462998,86.99363912857159,23.03330475462998
24,153,384418.86430409155,1936,90.63735883279688,67.0018930730947,384418.86430409155,64.62116603449132,147.6793201100139,56.48255901215845,147.6793201100139,90.02367425684268,708.6673184694926,46.01455032720475,708.6673184694926,89.71225663623244,705.4002019334605,45.751580016685764,705.4002019334605,80.98064599322589,583.53378588284,48.614260856046,583.53378588284
25,383,912962.5827171247,306,84.66922783374365,76.66241285612745,912962.5827171247,80.15462104356166,25.119336668634265,75.693986569678,25.119336668634265,84.13857453109082,45.993638554253195,77.26423106439526,45.993638554253195,84.82356863903341,44.310217484885435,77.49691131263957,44.310217484885435,84.02938731167185,41.66760172543259,77.70335839839389,41.66760172543259
26,115,963796.5394222192,1583,3.3385237903011813,46.27937854040291,963796.5394222192,35.71360047823402,100.77937034288956,48.85312611715308,100.77937034288956,19.707642353314615,289.499199574997,44.7509648316942,289.499199574997,23.368711716900243,270.76695256014875,43.468355927452464,270.76695256014875,27.278634285246888,238.5365494131419,43.34855609040419,238.5365494131419
27,98,441550.8223054091,1653,84.81341164521699,69.67129278151094,441550.8223054091,66.51608067323221,131.73336477965154,54.663903658488096,131.73336477965154,89.98946151267943,562.3995705464098,44.37950058928788,562.3995705464098,82.58223873069122,428.8230584221511,47.34976475840624,428.8230584221511,81.57666076942606,424.58830171429,47.824309154151514,424.58830171429
28,195,947693.9242234908,887,72.27972316030755,90.9511276773175,947693.9242234908,69.52353074939772,58.66714166849577,69.95162077907244,58.66714166849577,73.318518425576,250.9423933292831,85.02842878596978,250.9423933292831,76.84584673272319,199.65540149136783,77.58848223062871,199.65540149136783,73.01281784233547,171.33030312935395,75.93800925850434,171.33030312935395
