,sample,genome_position,time,true_location_0,true_location_1,true_dist_to_center,midpoint_estimated_location_0,midpoint_estimated_location_1,midpoint_error_0,midpoint_abs_error_0,midpoint_error_1,midpoint_abs_error_1,midpoint_abs_error,midpoint_dist_to_center,position_in_arg,arg_estimated_location_0,arg_variance_in_estimated_location_0,arg_estimated_location_1,arg_variance_in_estimated_location_1,arg_error_0,arg_abs_error_0,arg_error_1,arg_abs_error_1,arg_abs_error,arg_dist_to_center,window_0_estimated_location_0,window_0_variance_in_estimated_location_0,window_0_estimated_location_1,window_0_variance_in_estimated_location_1,window_0_error_0,window_0_abs_error_0,window_0_error_1,window_0_abs_error_1,window_0_abs_error,window_0_dist_to_center,window_100_estimated_location_0,window_100_variance_in_estimated_location_0,window_100_estimated_location_1,window_100_variance_in_estimated_location_1,window_100_error_0,window_100_abs_error_0,window_100_error_1,window_100_abs_error_1,window_100_abs_error,window_100_dist_to_center
105,291,571894.4518557192,899,57.44203739788325,36.80835632082552,15.319573607816544,73.86358379303705,34.957001902563036,-16.421546395153804,16.421546395153804,1.8513544182624813,1.8513544182624813,16.52557712124478,28.645496522278954,571894.4518557192,57.19806950422459,65.258013889495,37.48833680050954,60.902878994122894,0.243967893658656,0.243967893658656,-0.6799804796840263,0.6799804796840263,0.7224221659719197,14.613659762619642,62.15133287521389,96.91260609610228,25.92102849505769,82.32769454867105,-4.709295477330642,4.709295477330642,10.887327825767827,10.887327825767827,11.862182391050359,27.1111632520413,66.58647149944994,88.60960095960726,32.33008871993955,72.7321492436535,-9.144434101566695,9.144434101566695,4.478267600885964,4.478267600885964,10.182119413120278,24.543543358381267
106,468,974860.9274965017,1780,42.66627213586531,39.92491805246819,11.978380049917003,48.96114866223079,28.35584188984685,-6.294876526365478,6.294876526365478,11.569076162621343,11.569076162621343,13.170762838147246,21.488140126309855,974860.9274965017,53.997464062221894,183.01132744899274,40.00320899472776,170.797670138319,-11.331191926356581,11.331191926356581,-0.07829094225956368,0.07829094225956368,11.331462392099638,10.863117300812828,52.66553313523029,530.7734894287051,28.202524690967167,530.7734894287051,-9.999260999364978,9.999260999364978,11.722393361501027,11.722393361501027,15.40778136706206,21.88409328834362,53.291105243801695,525.5544426217314,28.911238945394416,525.5544426217314,-10.624833107936382,10.624833107936382,11.013679107073777,11.013679107073777,15.303209011351003,21.289409732848476
107,303,16048.11394571537,412,63.23889720135956,62.24758964534633,18.595964587961113,53.67628406079223,64.43404098959577,9.562613140567336,9.562613140567336,-2.1864513442494413,2.1864513442494413,9.809390376415921,15.21135280060353,16048.11394571537,60.36592045276893,33.10376707453259,59.54870293171211,30.894515481330565,2.872976748590631,2.872976748590631,2.6988867136342236,2.6988867136342236,3.9418250710773215,14.655541372812078,60.01435178037309,39.568161685204124,68.53882858703737,35.36329390041347,3.2245454209864732,3.2245454209864732,-6.2912389416910415,6.2912389416910415,7.069468197357893,21.507699040757686,60.146564806772844,44.058443238696235,68.62974584139144,40.28585364799585,3.0923323945867196,3.0923323945867196,-6.382156196045109,6.382156196045109,7.091857115687499,21.652181486058982
108,173,847984.0747120673,1176,84.76177132270327,41.15805207305793,36.42383808680217,86.3834192911359,41.52983440312,-1.621647968432626,1.621647968432626,-0.37178233006206796,0.37178233006206796,1.6637199988183238,37.9175037301188,847984.0747120673,64.80822316999277,58.115623598672094,42.488303070016556,54.237151588637005,19.953548152710496,19.953548152710496,-1.3302509969586254,1.3302509969586254,19.99784117342284,17.083206176997585,88.41422810959432,133.95820364173926,40.18723392489818,118.08408722687855,-3.652456786891051,3.652456786891051,0.9708181481597506,0.9708181481597506,3.779276181612403,40.202488206765366,85.0067450068558,102.34755989953045,40.84241081553859,94.15080982021487,-0.24497368415252652,0.24497368415252652,0.3156412575193386,0.3156412575193386,0.39955163543108074,36.73782319223339
109,97,522819.3173754018,1658,72.338142084757,18.129047762064243,39.14448592812751,93.04518752323355,23.882184305095976,-20.707045438476555,20.707045438476555,-5.753136543031733,5.753136543031733,21.49140085880629,50.791439760419884,522819.3173754018,60.34196536470777,78.80563784936868,39.77937229891063,73.54637292704025,11.996176720049228,11.996176720049228,-21.650324536846387,21.650324536846387,24.75166274110537,14.87302396888599,93.57307838129162,352.89584248977377,24.62674378147434,303.09903642535045,-21.234936296534627,21.234936296534627,-6.497696019410096,6.497696019410096,22.206813663345347,50.8728046826306,85.43911018399284,193.7842008021372,31.547492693586708,164.007355979438,-13.100968099235843,13.100968099235843,-13.418444931522465,13.418444931522465,18.75340047877974,40.42659984947811
110,288,764041.7052117675,1955,52.10826093323687,82.90804034936997,33.1800145836541,41.53838401830088,60.92630776805,10.569876914935989,10.569876914935989,21.981732581319967,21.981732581319967,24.390958678853945,13.583951848781348,764041.7052117675,44.55860327475162,196.29477375680943,63.01234804115695,183.19461688695608,7.549657658485252,7.549657658485252,19.89569230821302,19.89569230821302,21.27994133411584,14.02988526017221,33.421262778315786,190.4045144693198,65.49239537339871,163.44518414400707,18.686998154921085,18.686998154921085,17.41564497597126,17.41564497597126,25.544247688493336,22.35917815580325,40.50919408948887,161.70884710854776,63.47144272328706,142.24312370244002,11.599066843747998,11.599066843747998,19.436597626082907,19.436597626082907,22.634479868642572,16.268102877117425
111,427,326698.242651259,97,7.440973074900511,65.03505368351188,44.6141922273711,14.343376034004777,63.648038381399324,-6.902402959104266,6.902402959104266,1.3870153021125518,1.3870153021125518,7.040381953995514,37.66662058116241,326698.242651259,14.60422396582464,17.425066308639067,62.00512290349141,16.262166768615785,-7.16325089092413,7.16325089092413,3.0299307800204645,3.0299307800204645,7.777701707962369,36.84952273056414,14.873319072131453,14.388299262330396,64.39634859448336,12.43664922496239,-7.432345997230942,7.432345997230942,0.6387050890285195,0.6387050890285195,7.459739352906758,37.45848209562507,14.913343553821978,16.009761601032984,64.57339412434888,13.885676047397176,-7.472370478921467,7.472370478921467,0.46165955916299595,0.46165955916299595,7.4866180697844875,37.490830197675955
112,336,692282.785313259,102,98.71609062513195,92.52199544561394,65.23084624755388,96.2450495121592,91.07250850251926,2.471041112972756,2.471041112972756,1.4494869430946835,1.4494869430946835,2.864796080038439,62.41594931779846,692282.785313259,93.63237120582268,15.538020004694681,90.7500585280379,14.501056586806646,5.083719419309276,5.083719419309276,1.771936917576042,1.771936917576042,5.383675656475892,60.25979988666988,95.71320576765692,14.337767828618196,90.61101325199759,12.137790674734331,3.0028848574750384,3.0028848574750384,1.9109821936163485,1.9109821936163485,3.55937781242335,61.711810487581836,95.0145104391901,15.96914734736641,90.27290963156517,14.049490100114692,3.7015801859418502,3.7015801859418502,2.249085814048769,2.249085814048769,4.331291132204428,60.964296144541294
113,18,565179.2240587357,1760,41.215026260077465,41.479302479509016,11.691442228840014,48.96114866223079,28.35584188984685,-7.7461224021533255,7.7461224021533255,13.123460589662166,13.123460589662166,15.23901670441888,21.488140126309855,565179.2240587357,54.05174516975406,180.44629311968575,39.97379240348752,168.40381893043383,-12.836718909676591,12.836718909676591,1.5055100760214941,1.5055100760214941,12.924701658260851,10.9128497260968,48.80967559820945,515.4330956258607,28.20455781399107,515.4330956258607,-7.594649338131987,7.594649338131987,13.274744665517947,13.274744665517947,15.293709311474629,21.64291034386535,42.63999081836662,478.9821974621363,35.60396412316544,478.9821974621363,-1.4249645582891546,1.4249645582891546,5.875338356343576,5.875338356343576,6.045669921018037,15.754023718736418
114,478,397028.23999942216,1231,24.395759530670055,35.311349833160705,28.907991727665244,16.233976479106843,36.29916375481038,8.161783051563212,8.161783051563212,-0.9878139216496749,0.9878139216496749,8.221342890586026,35.812253903359185,397028.23999942216,31.301066945288973,81.61894341254377,42.84451361122122,76.17192645028541,-6.9053074146189175,6.9053074146189175,-7.533163778060512,7.533163778060512,10.219189155577556,19.392266369104362,14.50273582584066,208.92299225889695,30.038924178285892,180.23843064270864,9.893023704829396,9.893023704829396,5.272425654874812,5.272425654874812,11.210280563415816,40.11276740707622,15.07190079093349,226.89722379647787,34.93445635142043,199.6916307676038,9.323858739736565,9.323858739736565,0.37689348174027515,0.37689348174027515,9.331473114955656,37.4131333098773
