,sample,genome_position,time,true_location_0,true_location_1,midpoint_estimated_location_0,midpoint_estimated_location_1,midpoint_error_0,midpoint_abs_error_0,position_in_arg,arg_estimated_location_0,arg_variance_in_estimated_location_0,arg_estimated_location_1,arg_variance_in_estimated_location_1,arg_error_0,arg_abs_error_0,window_0_estimated_location_0,window_0_variance_in_estimated_location_0,window_0_estimated_location_1,window_0_variance_in_estimated_location_1,window_0_error_0,window_0_abs_error_0,window_100_estimated_location_0,window_100_variance_in_estimated_location_0,window_100_estimated_location_1,window_100_variance_in_estimated_location_1,window_100_error_0,window_100_abs_error_0
799,86,807375.3556255198,840,58.57213002267637,23.406328686994897,76.96922274714379,22.23078316613124,-18.39709272446742,18.39709272446742,807375.3556255198,57.54754481123882,41.36499128932945,37.816367763435395,41.36499128932945,1.0245852114375467,1.0245852114375467,70.89301524002236,140.48829879332717,28.88449257596129,140.48829879332717,-12.320885217345996,12.320885217345996,65.42757438819201,127.44692546183684,31.71376307040839,127.44692546183684,-6.855444365515645,6.855444365515645
800,230,264641.7532233969,684,84.611726909793,49.59509598169981,71.30555211992224,78.47318690097744,13.306174789870767,13.306174789870767,264641.7532233969,72.18977676631972,87.74865109764532,57.54069896025909,87.74865109764532,12.421950143473282,12.421950143473282,74.98670722134352,140.66209414715746,65.38131185242165,140.66209414715746,9.625019688449484,9.625019688449484,74.82958729920637,132.95173929751522,62.46271104821923,132.95173929751522,9.78213961058664,9.78213961058664
801,94,576281.5875349542,1564,56.87590070772628,13.16289377117094,28.581981412055505,16.201082316429165,28.293919295670776,28.293919295670776,576281.5875349542,55.93882110068734,92.04379477929537,38.041162166733045,92.04379477929537,0.9370796070389389,0.9370796070389389,27.616694269550848,762.9945320493002,15.87381256014928,762.9945320493002,29.259206438175433,29.259206438175433,35.608865500395474,694.1055185810792,19.683846146699484,694.1055185810792,21.267035207330807,21.267035207330807
802,385,301570.45924610784,214,48.608756806936086,53.14176682892689,44.02794842639101,52.199146925180564,4.580808380545072,4.580808380545072,301570.45924610784,44.65428551442852,53.11893820880887,51.198811731726316,53.11893820880887,3.954471292507563,3.954471292507563,43.081419886667774,68.48563389366397,51.310808063426585,68.48563389366397,5.527336920268311,5.527336920268311,41.318513951548454,64.01681499575548,52.504346809427744,64.01681499575548,7.290242855387632,7.290242855387632
803,294,144756.9396606443,1887,80.91070239786333,78.73574349828053,77.6216235215181,74.98043965910823,3.289078876345229,3.289078876345229,144756.9396606443,63.88278822600904,244.4224148022803,66.36434557783315,244.4224148022803,17.02791417185429,17.02791417185429,67.51267326137587,440.672361167357,79.59850433320425,440.672361167357,13.398029136487466,13.398029136487466,69.43882903591397,407.2734142914411,76.94245938476291,407.2734142914411,11.471873361949363,11.471873361949363
804,218,902130.1514998082,631,17.687108724953983,17.039173592829393,12.732033198395019,25.44986925000288,4.955075526558964,4.955075526558964,902130.1514998082,24.529640690566396,63.30470253020823,36.69434123899918,63.30470253020823,-6.842531965612412,6.842531965612412,9.85080136594403,180.52899615086503,36.86600600224882,180.52899615086503,7.836307359009954,7.836307359009954,14.523602164214532,141.37136893462218,31.832328289957918,141.37136893462218,3.1635065607394512,3.1635065607394512
805,382,591275.6776792378,730,86.26360180037317,43.82180596010171,76.90686745577514,76.2949448629013,9.356734344598024,9.356734344598024,591275.6776792378,71.56454090967003,92.47217506881431,55.8658323139872,92.47217506881431,14.699060890703137,14.699060890703137,74.13033830944025,247.08619639183848,75.37556148174166,247.08619639183848,12.133263490932919,12.133263490932919,76.66629983371993,220.41772645204458,70.98608195427755,220.41772645204458,9.597301966653234,9.597301966653234
806,331,198977.41207844354,984,71.83560184951251,19.400065156686797,69.57176202197685,5.758801884374096,2.263839827535662,2.263839827535662,198977.41207844354,61.415377841962304,64.99732448154724,37.28862700399168,64.99732448154724,10.42022400755021,10.42022400755021,66.10656594957304,409.07547676851755,7.612242916089109,409.07547676851755,5.7290358999394755,5.7290358999394755,67.34576110028537,154.8163656650181,25.040856149600753,154.8163656650181,4.489840749227142,4.489840749227142
807,25,442379.2847181809,1190,14.713867838132266,15.319314875829876,16.008936382298337,26.41504293582523,-1.295068544166071,1.295068544166071,442379.2847181809,32.88616449315754,68.99389963979914,36.40808282099631,68.99389963979914,-18.17229665502527,18.17229665502527,25.1045106912484,193.47840359978005,18.66837289991687,193.47840359978005,-10.390642853116134,10.390642853116134,29.61193907238942,145.62831367135334,20.89471003682779,145.62831367135334,-14.898071234257152,14.898071234257152
808,374,40718.70825643597,1086,86.07318396350024,41.81031359196437,79.61216285763585,64.0425607544864,6.46102110586439,6.46102110586439,40718.70825643597,65.79464278435493,36.63740507997374,43.075060527406634,36.63740507997374,20.278541179145307,20.278541179145307,81.56538261846065,241.95574069851438,56.3002398335515,241.95574069851438,4.507801345039596,4.507801345039596,76.23101420605217,81.39847617639307,52.259894716007224,81.39847617639307,9.842169757448076,9.842169757448076
809,462,155829.88281544662,1675,51.42463071699369,17.02661129900895,46.349091536263956,17.114403997966207,5.075539180729734,5.075539180729734,155829.88281544662,56.60558802439163,129.44370809804983,38.491953478576264,129.44370809804983,-5.180957307397939,5.180957307397939,57.97549586000126,299.6853290762764,26.110067714406817,299.6853290762764,-6.55086514300757,6.55086514300757,56.29653632412473,226.5571400596108,24.953483485698918,226.5571400596108,-4.8719056071310405,4.8719056071310405
810,366,661067.0515690143,1901,47.25049003584627,56.40691273187521,48.288073780448826,29.426128015984396,-1.037583744602557,1.037583744602557,661067.0515690143,54.23070190289925,233.0756282898052,40.3767301226901,233.0756282898052,-6.980211867052979,6.980211867052979,43.914721321878254,538.3539662522845,24.3698133417241,538.3539662522845,3.335768713968015,3.335768713968015,47.12876411380472,483.67335263356364,30.388402414570386,483.67335263356364,0.12172592204154853,0.12172592204154853
811,423,902404.4301979089,600,80.56020984909134,24.278299137378614,73.70105137661764,6.879678305724343,6.859158472473695,6.859158472473695,902404.4301979089,63.970067387613355,81.73116274229693,25.413253651237326,81.73116274229693,16.59014246147798,16.59014246147798,73.15998695604881,171.94146093948618,8.028758775869399,171.94146093948618,7.400222893042525,7.400222893042525,74.07426345612619,156.66691687699316,9.560857454717777,156.66691687699316,6.485946392965147,6.485946392965147
812,402,875986.4794230304,804,14.123797288739487,47.12027083933033,16.089280209980554,38.907298655615605,-1.9654829212410672,1.9654829212410672,875986.4794230304,26.986584218165486,29.199223039026908,49.07281463410007,29.199223039026908,-12.862786929425999,12.862786929425999,14.292540552421912,62.2297023281564,47.806543544131294,62.2297023281564,-0.16874326368242443,0.16874326368242443,17.49429128828414,54.51542551041102,46.303176179033166,54.51542551041102,-3.3704939995446512,3.3704939995446512
813,242,174143.16263781636,831,25.696643249547172,87.58065789146826,16.3865075973727,82.0871436985774,9.310135652174473,9.310135652174473,174143.16263781636,34.30532108212226,40.33479914356617,69.5407399587173,40.33479914356617,-8.60867783257509,8.60867783257509,15.600283827627091,141.1548463895777,82.0281170638065,141.1548463895777,10.09635942192008,10.09635942192008,17.865749343912483,129.5700141306964,76.69446738813738,129.5700141306964,7.830893905634689,7.830893905634689
814,142,363973.7526050524,602,27.619137872190166,99.47644472715014,30.50008815199508,89.66894261718673,-2.880950279804914,2.880950279804914,363973.7526050524,33.54236273355095,78.33961379659934,76.78833991598275,78.33961379659934,-5.9232248613607865,5.9232248613607865,29.27844985351498,139.95523068945977,86.1377172382812,139.95523068945977,-1.6593119813248158,1.6593119813248158,28.94723547827532,135.77837304783762,85.116328098059,135.77837304783762,-1.328097606085155,1.328097606085155
815,31,90993.00770306673,1923,86.39699512454777,11.296306025347073,79.29829076207054,64.94703919124257,7.0987043624772355,7.0987043624772355,90993.00770306673,60.91189240985669,127.32457483361149,39.18723836817036,127.32457483361149,25.48510271469108,25.48510271469108,81.84171739106058,595.4628101665754,52.73778091972618,595.4628101665754,4.555277733487188,4.555277733487188,74.50716782525143,373.97956666276195,47.7093916645286,373.97956666276195,11.889827299296343,11.889827299296343
816,414,939363.1371849481,1899,71.37488979966018,1.8914470276831414,87.98295361505865,11.96240455890566,-16.608063815398467,16.608063815398467,939363.1371849481,62.26622572381894,232.59321472021776,35.800047102816094,232.59321472021776,9.10866407584124,9.10866407584124,83.80389971172086,476.5169063519338,12.028864161330064,476.5169063519338,-12.429009912060678,12.429009912060678,84.3592922143001,393.0021429561957,15.17236512530869,393.0021429561957,-12.984402414639916,12.984402414639916
817,326,611154.3352976162,345,26.532786163264966,97.41518227561485,31.91060899983264,94.33014722017526,-5.377822836567674,5.377822836567674,611154.3352976162,27.083533891085125,37.60597693539935,84.34593947890812,37.60597693539935,-0.5507477278201591,0.5507477278201591,25.391493157713064,63.194785475657724,92.87124803507926,63.194785475657724,1.1412930055519013,1.1412930055519013,26.904401270413935,58.14699655641324,91.93382988808719,58.14699655641324,-0.37161510714896906,0.37161510714896906
818,370,633655.5500811973,1848,79.08446810399225,76.44947042563034,77.6216235215181,74.98043965910823,1.4628445824741476,1.4628445824741476,633655.5500811973,63.8827882260322,222.48491480164586,66.36434557777474,222.48491480164586,15.201679877960053,15.201679877960053,75.67832548475009,454.0978225367402,77.92775956786527,454.0978225367402,3.4061426192421607,3.4061426192421607,76.62638847841365,373.77834593352577,76.64956831700611,373.77834593352577,2.4580796255786055,2.4580796255786055
