,sample,genome_position,time,true_location_0,true_location_1,midpoint_estimated_location_0,midpoint_estimated_location_1,midpoint_error_0,midpoint_abs_error_0,position_in_arg,arg_estimated_location_0,arg_variance_in_estimated_location_0,arg_estimated_location_1,arg_variance_in_estimated_location_1,arg_error_0,arg_abs_error_0,window_0_estimated_location_0,window_0_variance_in_estimated_location_0,window_0_estimated_location_1,window_0_variance_in_estimated_location_1,window_0_error_0,window_0_abs_error_0,window_10_estimated_location_0,window_10_variance_in_estimated_location_0,window_10_estimated_location_1,window_10_variance_in_estimated_location_1,window_10_error_0,window_10_abs_error_0,window_100_estimated_location_0,window_100_variance_in_estimated_location_0,window_100_estimated_location_1,window_100_variance_in_estimated_location_1,window_100_error_0,window_100_abs_error_0
431,486,298876.14302994224,1622,180.46448214992452,164.3223673740715,156.95526384544578,165.126950629311,23.509218304478736,23.509218304478736,298876.14302994224,151.82667311085217,114.23982858205768,152.1621150258141,114.23982858205768,28.63780903907235,28.63780903907235,159.60557356447669,427.8322638912872,167.7987946405112,427.8322638912872,20.858908585447836,20.858908585447836,159.6030365232062,427.25931253013556,167.79266308835054,427.25931253013556,20.861445626718307,20.861445626718307,153.14109953948594,188.21889905999433,153.2477858373379,188.21889905999433,27.323382610438586,27.323382610438586
432,479,45867.84850070913,1740,140.3792459948155,177.91112955798405,152.35579010042204,158.56380244337916,-11.976544105606536,11.976544105606536,45867.84850070913,147.69635323934068,100.14173234280241,153.2207526967141,100.14173234280241,-7.317107244525175,7.317107244525175,152.60692655221163,442.3665234055647,157.64745487645163,442.3665234055647,-12.227680557396127,12.227680557396127,152.43507933762135,440.9992575562937,157.75341012258534,440.9992575562937,-12.05583334280584,12.05583334280584,153.03000990017972,236.1328504478659,157.52402734221045,236.1328504478659,-12.650763905364215,12.650763905364215
433,188,333261.55637959164,1054,141.7359062860859,160.7266175448279,162.11646840250327,164.5185252183806,-20.380562116417366,20.380562116417366,333261.55637959164,147.7692596967825,86.13487141512952,154.2747271200019,86.13487141512952,-6.033353410696606,6.033353410696606,162.7103479146431,526.531905287233,162.13830273370272,526.531905287233,-20.9744416285572,20.9744416285572,158.72241143166823,457.5273053111981,163.18002065831877,457.5273053111981,-16.986505145582328,16.986505145582328,153.93211085434896,276.14583791297986,156.93214510963054,276.14583791297986,-12.196204568263056,12.196204568263056
434,311,609472.7731973369,1250,132.6305573533693,122.69151155306051,145.52612699364357,139.21160218503775,-12.89556964027426,12.89556964027426,609472.7731973369,146.54991776803305,156.8836551226253,145.5274944507401,156.8836551226253,-13.919360414663743,13.919360414663743,146.3899083228613,296.8243055038927,142.114110246557,296.8243055038927,-13.759350969491976,13.759350969491976,146.64790590312634,296.12300831538477,142.77248192776446,296.12300831538477,-14.017348549757031,14.017348549757031,146.66975651840056,260.6424583795383,144.29212689065366,260.6424583795383,-14.039199165031249,14.039199165031249
435,496,296127.7617996936,520,122.76321076704484,145.680904770217,144.4835982202332,162.38358529141482,-21.720387453188366,21.720387453188366,296127.7617996936,142.52156979559578,55.99072838425543,151.25039184472,55.99072838425543,-19.75835902855094,19.75835902855094,146.94988274997647,155.75531716126983,161.32155663961765,155.75531716126983,-24.186671982931628,24.186671982931628,146.9498827499473,155.75531716091987,161.3215566396013,155.75531716091987,-24.186671982902467,24.186671982902467,143.8673403500812,118.29069863614984,157.787990499029,118.29069863614984,-21.104129583036368,21.104129583036368
436,470,388125.9412734581,1139,167.560889368595,140.0912208119196,149.76586944260654,145.6184192577996,17.79501992598847,17.79501992598847,388125.9412734581,150.65377181170186,87.75187640551607,149.61487172211162,87.75187640551607,16.907117556893155,16.907117556893155,151.4968971734071,231.1085566789882,149.1504443922098,231.1085566789882,16.06399219518792,16.06399219518792,151.41411185004344,230.0561436078214,149.05437406805865,230.0561436078214,16.146777518551573,16.146777518551573,151.711164104601,145.22469272579426,150.3565151294987,145.22469272579426,15.849725263994003,15.849725263994003
437,277,557.1951401310837,465,153.20968415033275,184.77917882802362,139.58792884771873,165.31889174240675,13.62175530261402,13.62175530261402,557.1951401310837,148.52366911510907,102.40958860497159,160.96287324840162,102.40958860497159,4.686015035223676,4.686015035223676,139.27699700135094,194.38129244972578,164.7632436561756,194.38129244972578,13.932687148981813,13.932687148981813,139.22806753940165,192.27630479480516,164.60668906983892,192.27630479480516,13.981616610931098,13.981616610931098,139.22407086961832,192.1043646090328,164.59390133468185,192.1043646090328,13.985613280714432,13.985613280714432
438,284,69989.19976055284,1706,146.58386548508437,135.31854131789208,152.2592730961614,144.3478448262854,-5.67540761107702,5.67540761107702,69989.19976055284,149.7868239800354,121.57845867986026,151.20653649345724,121.57845867986026,-3.2029584949510195,3.2029584949510195,150.00627725490295,593.7149030988526,142.2818558667019,593.7149030988526,-3.4224117698185808,3.4224117698185808,149.44922044349806,593.1130087034443,142.58109348953062,593.1130087034443,-2.8653549584136897,2.8653549584136897,151.39050492744965,274.38677577981747,151.33165233080766,274.38677577981747,-4.806639442365281,4.806639442365281
439,276,700516.9865137016,1702,126.36965974305853,175.11054685595926,147.72915285874765,150.38427815107295,-21.35949311568912,21.35949311568912,700516.9865137016,147.50893540572966,66.0537306940833,153.5903408355856,66.0537306940833,-21.139275662671125,21.139275662671125,147.2321047030058,181.3096082134403,150.82019579403465,181.3096082134403,-20.86244495994727,20.86244495994727,146.84222082688893,179.52872418823304,150.42303830611948,179.52872418823304,-20.4725610838304,20.4725610838304,147.99226714945894,118.8742886700529,153.27384047168206,118.8742886700529,-21.622607406400405,21.622607406400405
440,137,669564.4821677814,72,149.50256164895848,155.29165086709796,145.7965812074052,150.8723845059701,3.7059804415532653,3.7059804415532653,669564.4821677814,146.68368242989212,19.784822004524774,151.15289587997106,19.784822004524774,2.8188792190663605,2.8188792190663605,145.64428391564832,21.05884247427918,150.6133060636529,21.05884247427918,3.8582777333101603,3.8582777333101603,145.64405666724016,21.05844535241829,150.6121606106506,21.05844535241829,3.858504981718312,3.858504981718312,146.27306414513345,20.197435826349675,151.36888931513894,20.197435826349675,3.22949750382503,3.22949750382503
441,25,327300.32193147886,1806,165.28145044735183,135.26620642018995,162.12307977957136,150.2383025404415,3.158370667780474,3.158370667780474,327300.32193147886,149.50931487655382,405.9024269139171,149.53576581348798,405.9024269139171,15.772135570798014,15.772135570798014,164.71677208097685,806.9870508103013,142.29381243490772,806.9870508103013,0.5646783663749773,0.5646783663749773,164.69484832715628,806.9650524466705,142.28585861305885,806.9650524466705,0.5866021201955505,0.5866021201955505,152.19056794822157,445.0273323965887,150.2536979817069,445.0273323965887,13.09088249913026,13.09088249913026
442,339,466562.9216324562,659,137.68861208563672,165.6210088200584,145.5461933498956,150.36073804082486,-7.857581264258869,7.857581264258869,466562.9216324562,146.91510214038954,61.66541923664876,155.52081469348718,61.66541923664876,-9.226490054752816,9.226490054752816,151.7438916933181,163.06116716565413,147.77915979398472,163.06116716565413,-14.05527960768137,14.05527960768137,151.75143634590037,162.6607078311888,147.6052369079619,162.6607078311888,-14.062824260263653,14.062824260263653,146.24747835098322,78.96235342569358,156.49325769144494,78.96235342569358,-8.558866265346495,8.558866265346495
443,87,158058.71296413976,1869,200.45542412136228,94.49504202310992,157.75458147577024,140.01951997146585,42.70084264559205,42.70084264559205,158058.71296413976,152.0120341486907,281.52714781983946,142.94057783699498,281.52714781983946,48.44338997267158,48.44338997267158,158.4886993137725,956.2181591874233,143.90626054934066,956.2181591874233,41.96672480758977,41.96672480758977,158.4886993132163,904.4621751446342,143.9062605494268,904.4621751446342,41.96672480814598,41.96672480814598,156.50364901714678,382.0736115477059,139.0311783770806,382.0736115477059,43.9517751042155,43.9517751042155
444,253,93881.40396984723,739,173.08353969490634,115.43800311981211,157.57532340933872,145.8625842156592,15.508216285567613,15.508216285567613,93881.40396984723,153.27657250202134,102.08415066287787,146.21543683784677,102.08415066287787,19.806967192884997,19.806967192884997,158.46658660515678,354.6160721655446,143.95573851875417,354.6160721655446,14.616953089749558,14.616953089749558,158.46658660525893,354.6160721656745,143.95573851876338,354.6160721656745,14.61695308964741,14.61695308964741,155.02849628307823,202.52360550343118,142.13183066826184,202.52360550343118,18.05504341182811,18.05504341182811
445,113,316071.0338684888,1305,151.19097771977465,132.8311717568455,147.53013600001822,138.4118905162886,3.6608417197564336,3.6608417197564336,316071.0338684888,149.77365156641483,68.47933661689622,149.83275912122096,68.47933661689622,1.4173261533598236,1.4173261533598236,147.878328467974,420.17614232638454,141.360048914764,420.17614232638454,3.31264925180065,3.31264925180065,147.89673974859159,420.17477358199375,141.361251555179,420.17477358199375,3.2942379711830654,3.2942379711830654,151.81460151136727,104.66784823551481,149.8196374046736,104.66784823551481,-0.623623791592621,0.623623791592621
446,156,911452.2703181672,1515,182.0229355697023,108.81237883847548,156.91163192863962,140.79244630313156,25.111303641062676,25.111303641062676,911452.2703181672,151.9177826005707,190.46853587649431,143.8177313076414,190.46853587649431,30.10515296913161,30.10515296913161,153.28582863636893,475.91734437178457,136.3791523134648,475.91734437178457,28.737106933333365,28.737106933333365,153.2828710783937,475.9128777871138,136.37913308470144,475.9128777871138,28.7400644913086,28.7400644913086,154.86184001308192,296.6116879563548,143.90144117805545,296.6116879563548,27.16109555662038,27.16109555662038
